Cleaned_Review,Sentiment
top engineering college placement college known good placement rakuten give high package faculty member also great pict well known many aspect like lab many others branch pict computer science electronic telecommunication information technology infrastructure college good infrastructure campus large sufficient mess sport ward separate building applied science department near road easy reach located centre city many event arranged like credenza much ragging allowed college faculty teacher excellent knowledge respective field impart proficiently various method used teaching purpose board used explain write note addition projector also put classroom better understanding topic via ppts video college follows curriculum set pune university sppu syllabus completed time giving student time prepare exam,2
satisfactory good placement placement placement good compared college pune pict best college placement pune highest package per annum given rakuten japanese company student placed amount average package pict lac per annum infrastructure lab satisfactory pict wifi provided campus separate log id provided every staff student avoid malicious activity boy hostel satisfactory girl hostel nice tidy pict lack sport facility though basketball court faculty yes staff pict well qualified syllabus thoroughly taught according university norm us power point presentation teaching guess student faculty ratio internship industry exposure really low yes course curriculum useful ieee credenz acm pulzion art circle pictorial impetus concept,2
pune institute computer technology best school geek placement placement pune institute computer technology percentage placement activity done taken seriously nd year highest package received last year around lac japanese currancy get placed india morgan stanley give around lac avarage package around lac per annum infrastructure full campus full wifi capability lab classroom perfect library good one problem one single basketball ground nothing else food canteen good problem pune institute computer technology face campus vary much smaller engineering college faculty teacher vary helpful first year teacher strict like school qualified pune institute computer technology follows strict syllabus savitribai phule pune university non autonomous college thachers invents new method help student study day day college intake incredibly increasing,2
good placement dont face problem regarding teacher infrastructure etc placement placement pict known placement pict good student placed many company come placement like ibm google rakutan veritas many major company total number company general approximately company sure student got avg package lac going high upto lac infrastructure thing make student comfortable concentrate study wifi highspeed lab nice classroom good book want present library medical facility sport game also good hostel daily cleaning camera case anything done student wrong food quality superb delicious food provided short friend college dont face issue related lab classroom hostel food etc faculty facility good supportive new college mean fe student know faculty strict senior tell u faculty good knowledge subject teacher well qualified good teaching experience pict college provide u experienced teacher year experience better understanding provide scholarship event conducted campus surrounding full greenery,2
really good strict rule placement college infrastructure placement placement really good pune institute computer technology compared college pune average salary year around lpa highest salary lpa offered rakuten japanese company role like software engineer developer analyst offered company infrastructure infrastructure really good pict basketball court doesnt football cricket ground campus wifi provided across lab reading hall classroom comparatively goof sufficient medical facility faculty pict come university pune syllabus pune university pict teacher well qualified educated teacher done mtech teaching quality good ya teacher liable technical thing aparently good faculty,2
best college placement academic placement placement really good company like hp lt rakuten come huge package also company like tc techmahindra come average package picking student mass amount package company around lack big one lack infrastructure infrastructure college like building academic building decided part still shall count one building basketball court volleyball court boy girl hostel library required book free wifi etc faculty faculty college really impressive almost half teacher rude thats surprising pune university teacher helpful try get best course curriculum little dated u score shall give,2
best placement cse department best teaching staff infrastructure good placement placement college best pune highest package given pict student first priority pict student almost percent student got selected campus morgan stanley hp microsoft rakuten eq technology avaya calsoft many others visit pict college infrastructure lab best pune computer available updated good library sufficient book available separate reading hall available student classroom clean cleanliness maintained strictly wheeler must helmet security camera available campus faculty faculty best teacher updated good experienced teacher available student tutor student faculty ratio strict paper checking follow rule university sufficient number teacher available teaching teacher motivate student,2
great placement college life fellow peer placement im still college one major reason attracts student parent college excellent oncampus placement average student get placed every year company like rakuten come college highest paying company annual income l lpa hire per requirement niche company give annual income lpa lowest package lpa placement cell training placement officer dr narkhede head cell training programme helpful guide student help lot infrastructure infrastructure college good classroom big sufficiently lit wellventilated washroom horrible canteen really hygienic serf good food hostel room spacious well furnished wifi available everywhere campus doctor come everyday hour faculty teacher excellent knowledge respective field impart proficiently various method used teaching purpose board used explain write note addition projector also put classroom better understanding topic via ppts video college follows curriculum set pune university sppu syllabus completed time giving student time prepare exam technical nontechnical event held make college life enjoyable different club like pisb pasc edc art circle mun club help technical knowledge also keep updated current affair,2
placement awesome college bit strict placement placement college quite good average package offered college lack per annum go high upto lack annually every year around student get job offer package lacksyear company like nvidia infosys etc come recruitment infrastructure campus quite small inside campus hostel boy girl basketball court volleyball court table tennis playing arena gym canteen whole college equipped wifi every classroom equipped projector screen faculty college offer three course computer engineering electronics telecommunication engineering college staff good teacher highly qualified done phd iits also many activity held also get go internship college hold biggest technological event called credenz many student different college come participate event like robowars many others,2
good infrastructure good academic placement lot world famous company like rakuten hp lt etc come placement average package l highest planned batch rakuten l also small company like techmahindra tc etc come small package l infrastructure infrastructure college problem total building hostel office studying therere building one basketball court volleyball court girl hostel renewed better according old girl hostel given boy faculty almost eighty percent teacher well qualified excellent teaching almost forty percent teacher rude case college almost everywhere pune university college teacher also appreciate help project work final year,2
pune institute computer technology review placement placement pict pune good computer engineering entc average figure morgan stanley rakuten hiring student big package rakuten offer highest package nearly lac per annum student get salary higher lac per annum tc infosys mass recruiter offer lac per annum internship usually offered third final year per knowledge internship good upto get stipend placement cell good improving placement statistic year year infrastructure college campus small approximately acre includes mainly classroom building girl boy hostel classroom spacious lab also good well equipted library many book well arranged student return renew book within day access library freely reading room library available study canteen quality good many option canteen available outside dont worry hostel expensive usually student take flat group want take hostel may take strict restricted entry rule faculty guy first year engineering strict take energy class lab day teacher qualified teaching good teach per sppu syllabus university guideline one teacher student nearly thats normal first year techmax hand third year industry exposure first year curriculum good include engineering branch basic knowledge remembered online university exam interesting application event less credenz technical event biggest event lot competition coding nth good enjoy competition art event like abhivyakyee also crowd good many student bharti vidyapeeth also campus connected pune city scholarship available check website also ebc scheme available,2
best strict college pune placement company visited college maximum salary offered lpa morgan stanley minimum lpa student got placed internship offered various company followed ppo internship mandatory everyone infrastructure college pretty much small building one first year computer entc canteen girl boy hostel classroom lab well occupied necessary infrastructure library book followed curriculum faculty faculty well versed subject teaching method teaching via projector blackboard faculty much helpful course curriculum set savitri bai phule university followed college college fests year round nontechnical fest technical fests conducted,2
good place want study get placed good company nice package placement year best placement college previously student placed placed accenture tc less package year college jad placement top company good package highest package offered morgan stanley india rakuten japan student entc also placed niche lpa first time highest package ffom rakuten lpa japan morgan stanley lpa internship chance entc department department doesnot support internship placement cell well maintained supportive infrastructure college wifi available decent speed lab well maintained good facility library good collection reference book big one ground available pict basketball volleyball court available one cricket practice net present canteen management changed year good compared previous one faculty entc best teaching staff teach well strict time minimum attendance compulsory cost else need face issue submission term dont get industry exposure teach course curriculum depends university pune every year one cultural event two technical event see many student different college coming take part competition inc one big project display competition attractive prize art circle also active last last year,2
best college pune university placement lot company visit campus placement number increasing every year student senior batch got selected highest paying company rakuten big company drive morgan stanley avaya nvidia etc highest package offered lpa average package around lpa infrastructure pict campus spread area acre even small school college offer stream computer etc decent infrastructure fulfil need branch wifi accessible campus except classroom lab plenty instrument sufficient batch library good collection every required book college offer much thirst sport basketball court outdoor game table tennis table indoor available canteen worst mess outside faculty leaving really indepth knowledge subject rest faculty read ppt slide year didnt learn much college strict rule everything feel like another school year school want mug subject dont want learn real thing come join u many tech event really nice event like credenz inc pulzion conducted college,2
good placement good faculty member placement one known college placement offer highest number placement one domain high quality placement opportunity provides quality teaching student bring attention big company pict feedback pict student placed various industry good infrastructure college infrastructure sufficient study college big sport ground one disadvantage college college campus small thing like laboratory classroom library well maintained good enough faculty faculty member really good teaching knowledge still teach studentfaculty ratio good enough highly experienced make student ready industry torture high taking positively help student learn management handle high pressure,2
creem pune say pict college placement placement awesome computer information technology department say pict best placement across state popular college personally learnt lot college teacher much cooperative support student every aspect infrastructure say infrastructure average like equipment practice old old college improving say infrastructure building attractive beautiful view one problem college situated near road due disturbing environment faculty teaching staff wellqualified overall teaching learning process good also curriculum activity also present like cultural event sport event etc always sport event month also workshop week student getting practical knowledge practical experience,2
best college ever seen aspect placement placement college good placement highest package lac lowest lac per annum mnc company rakuteen morgan stanely tc accenture atos many role offered developer marketing sector many student want internship must talk staff department placement cell college help placement necessary announcement stipend college student got may thousand per month internship placement done per criterion company company mnc thats require first class student mean must eligible company otherwise company criterion take student else placement student must take effort getting selected infrastructure college infrastructure well good classroom good lab also well maintained every instrument properly arranged placed college wifi also register get access wifi library big essential want study library library lot book student e technical well non technical college medical facility also sport college dont big ground quality food canteen good one hostel boy girl excellent issue infrastructure faculty teacher well qualified full knowledge teacher help every stimulation teaching quality excellent thing attend regularly teaching done projector giving example many yes industrial visit rd year college useful computer student company software based event carried every year month january nad also many event carried college scholarship given every student college campus well good,2
good placement average faculty facility infrastructure placement placement good specially computer information technology branch student average lkhs like student top student regularly get lpa maybe student remain unplaced due lack interest placement drive low mark placement cell supportive wont see many college working hard bringing company college infrastructure infrastructure good look term academic major downside dont enough space recreation sport one basketball court generally brimming student group day apart department given enough space laboratory different subject canteen good food also good faculty teacher helpful attendance matter college give emphasis attendance theoretical knowledge rather practical one teacher go extent helping either project academic related assignment well college calendar absolutely filled event college two student chapter acm ieee organises small event seminar regularly main project showcasing event ic one biggest technical event pune sport one major inter college basketball contest organised,2
satisfied infrastructure placement record placement year placement quite awesome better last year highest package lpa lowest lpa whereas avg package year lpa morgan stanley avaya wisdmlabs company visited campus role offered technical analyst qa non technical company infrastructure wifi facility available classroom lab good wellequipped canteen food quite good afternoon changing staff hostel room quite good ample amount space library reading room also well designed faculty teacher well qualified extremely talented respective subject student faculty ratio also quite good industry exposure also good teacher ample amount knowledge field course curriculum useful,2
dissatisfied faculty good placement good infrastructure facility placement lot company come campus placement package average almost student get placed highest package offered lac per annum japan training placement cell college training placement cell helpful criterion company student aggregate infrastructure college campus small compared college there sport except basketball court campus hostel canteen campus food quality canteen average wifi available register college faculty teacher college qualified less knowledge take every opportunity harass student mental torture college college strict student college life lose hope dream end completing curriculum college,2
good college learning getting good job placement placement really nice batch lot first time visiting company exciting startup visited example rackware ryusi etc company visiting earlier also visited almost student placed type role mainly offered order frequency software developerengineer programmer business analyst technology analyst surprise marketing sale role also offered company like byjus wisdmlabz internship provided college much student look internship batch nvidia aci company visited internship student got internship highest package india lpa morgan stanley outside india lpa japan rakuten placement cell present efficiency working depends people running year cell efficient managed attract many company also managed efficiently attributed change leadership proactive volunteer cell run volunteer batch depends efficiency vary every year infrastructure infrastructure college average average basic infrastructure like classroom lab good good quality computing resource normal learning however sometimes inadequate final year large project wifi provides good connection speed connection glitch worked though quality food canteen improved academic year caterer changed localites hence comment hostel sport however area college lag apart basketball volleyball court nothing much also atmosphere kind studious geeky interested sport best place faculty teacher vary greatly find every kind teacher difficult thing generalize mostly teacher helpful comp department entc department teacher little bit strict teaching quality average good teaching mostly board projector course curriculum good building base knowledge basic older student feel technology focused learn latest trend self learning environment also good college student learn lot interest group event activity interact develop project senior lot student learn competitive programming well group many event take place across year catering different interest technical event cultural crowd campus average college provide bus connectivity use public transport vehicle campus surroundings mostly flat accommodated college student bharti vidyapeeth university also vicinity lot student living area hence lot shop service serve interest,2
good college great opportunity placement excellent placement opportunity many company like morgan stanley nvidia etc visit give excellent package internship opportunity great average package given pict student always much college pune infrastructure decent infrastructure maintenance done time time tough campus small classroom decent every classroom projector well maintained bench new classroom excellent laboratory good computer latest hardware faculty good faculty great knowledge subject teacher carrying phd great knowledge regarding subject whoes recommendation letter also carry alot importance new faculty recruited also good knowledge subject many extra curricular activity focus given academic,2
honest review college placement placement actually good compared college even coep want give interview every company crack criterion average percentage four year etc student also sit placement almost every software company etc placement good year almost student got package lpa comp placement always good college taking autonomy beneficial highest package year lpa japanese company mercari rakuten also give package around lpa company visiting pict morgan stanley avaya ittiam eq technology quick heal ola byjus finiq hsbc etc deutsche bank also visited year see placement report every year website pict edu frankly speaking core electronics company less number electronics student go software company interview compete c student well dont get internship college student look almost every college thank infrastructure frankly speaking college area small compared every college even school kept clean neat hostel less room also good dont get depressed seeing campus area college wifi available campus hostel room good speed lab many equipment perform every experiment learning classroom like school classroom desk small faculty faculty good college strict attendance teacher well qualified attend college regularly teacher well experienced well qualified degree iits phd respective subject pursuing phd hod principal strict respected yes industrial visit second year teacher subject student faculty ratio almost acm local chapter ieee may learn alot honestly suggest take part event college mess terrible ragging impossible dont worry,2
good placement academic excellence helpful faculty poor extra curricular activity placement good placement average package lpa variety different company core non core banking well student placed efficient placement cell internship provided lpa max package lpa minimum batch infrastructure lab class room wellequipped sport activity less medical facility good campus small like shuru hotel hi khatam hojata canteen food like eaten hostel facility good lan provided highspeed faculty faculty good provide good quality teaching teacher helpful qualified knowledgeable student teacher ratio industry exposure good yes course curriculum useful carry good career good project provided assignment good well,2
complete satisfaction college placement best placement ever year company visited college company niche company offering lpa great honour part college maintains placement company offering package range lpa lpa visited infrastructure college free wifi student registration bandwidth mbps quite reliable college precious lab classroom curriculum college provides good library facility strict deadline medical facility sport game average canteen food average faculty teacher well qualified teacher helpful teacher strictly follow university timetable due could less focus extracurricular activity student faculty ratio maintained quite well mostly powerpoint presentation way teaching inc best technical event college addiction cultural festival held,2
college good great placement placement placement much better year compared previous year best part end year whole placement statistic available website statistic totally genuine average package year would around lac per annum percentage placed student may around infrastructure facility provided lab top notch complaint whatsoever library provides decent collection book journal college campus ground football cricket still management make proper arrangement respective team player practice quality food canteen progressive four year faculty teacher qualified somehow always tend dominate student hence student sometimes forced pressurised work still quality teaching par see span four year student get oriented positive direction availability teacher lab fantastic course curriculum followed according university pune,2
satisfied academic placement poor infrastructure placement placement year good increased exponentially last year training placement officer dynamic placement year also good student benefited lot taking admission placement point view infrastructure infrastructure poor condition laboratory good area small sport facility poor college ground also small mess facility canteen also bad food low quality student area ratio high feeling crowdy faculty faculty good concerning college pune university teacher good well overall faculty great new faculty quite knowledgeable student faculty ratio get industry exposure sometimes college encourage extracurricular activity attendance criterion also strict student getting internship benefit,2
one best college maharashtra ceitetc placement student cse shouldnt expect anything best get etc student satisfactory still one best college maharashtra dont get many option core etc company willing join industry close eye go infrastructure campus big look atit branch college enough thats studying purpose many facility sport extracurricular activity enough classroom lab technology need area infrastructure lagging sport game faculty pict best faculty member pune ratio student per teacher constant long time course bit tough study one subject different stream definitely subject easiest one internal mark granted need work hard college everything need thrive technically various event hackathons organised internship provided event crowd much inclined towards study technology crowd college good,2
want make life college perfect small college brilliant placement placement placement zenith year compared previous year student placed process still going lpa highest lowest lpa average lpa rakuten eqtech barclay morgan stanley hsbc finiq tech racer avaya sementec company offer package higher lpa lti tc accenture persistent cybage byjus company offer package lpa tp cell try bring best company help student get placed internship hard get brilliant student able get infrastructure best class facility available right wifi lab library reading hall open hour day water supply good medical facility provided even doctor visit every evening class lab well maintained obviously college small hence indoor game carrom tt chess facility available along basketball badminton handball ground year whole canteen contract change therefore new caterors providing good quality food kind food available except non veg gym facility also available evening since college small area small space student play enjoy fun evening faculty pict known quality education placement student best package credit go teacher guidance help teacher qualified experienced teacher present teacher teach language student comfortable compulsion english teacher use old traditional method teaching blackboard along use projector pc method lab teacher use projector digital method teach dont leave teacher get concept student able explain class teacher student lab teacher lab assistant student various industry expert visit share experience industrial visit provided college course curriculum never sufficient hence college always emphasis extra practical industrial knowledge provide giving access digital library online video lecture along education technical fest every semester one cultural event year campus crowd good bus stand auto stand right front college also another bus stand km range surrounding decent outside college food book shop available outside college scholarship given student didnt get one much idea yes college give scholarship much support given extra curricular activity management teacher student take part various drama act music event practise college hour evening,2
top engineering college pune average placement cse placement college known good placement rakuten give high package faculty member also great pict well known many aspect like lab many others branch pict computer science electronic telecommunication information technology infrastructure college good infrastructure campus large sufficient mess sport ward separate building applied science department near road easy reach located centre city many event arranged like credenza much ragging allowed college faculty best faculty member mr bandkar sir bme subject barde mam em subject gadade sir em hiwase sir graphic faculty member cooperative getting seat college score cer jee lab c big contains many pc fest karandak arranged college,2
best passionate software engineer placement probably college best known pune company provide max salary package lpa lowest salary lpa get internship call cracking aptitude test branch placement record mean every student backlog get recruited case offcourse need preparation follow senior guideline lead glory infrastructure college infrastructure okay mean average like allowed use lift thats point issue wifi service best speed around kb mb limit gb per day maximum usage drinking water twothree filter per floor maintained clean cleaned campus see peon cleaning campus anytime new canteen good time mini fc road front college lab good updated every classroom good bench made college projector reading hall sometimes get filled exam find another way study librarian little rude get three book including academic nonacademics eight day without cost ieee page freely accessible college good fascinating tech event little bit lack sport gym dont time college good player provides resource time even though infrastructure small ground life college good charming faculty come main part people might think reputed college mean teacher might excellent teaching thats rumour dont believe strict fy strictness level go get better average teaching staff teacher excellent faculty totally teaching english marathi hindi dont hesitate ask anything overall nature student staff cooperating student faculty ratio around sure teaching varies according every teacher cant say industrybased knowledgebased,2
pict first college start computer engineering maharashtra placement highest placement around lpa rakuten morgan stanley major placement avaya veritas etc average placement pune institute computer technology lpa year student department got package lpa rakuten offcampus infrastructure separate building department ie computer entc applied science sport room gym college canteen mess boy hostel girl hostel room accommodating student room basketball court volleyball court table tennis room faculty teaching staff one best faculty member pune first year fourth year teacher allotted required amount knowledge graduate renowned iits help every way possible faculty little strict government college,2
good placement good infrastructure overall good college placement placement batch improved tremendously compared earlier batch earlier already good number company coming campus recruitment batch number company increased addition there scope entc student get placed core company rather wish one thing noted college follows one company policy infrastructure infrastructure college good academic concerned much scope sport one basketball court college encourage student participate inter college sport event canteen hostel facility improved college faculty faculty electronics telecommunication dept knowledgeable sincere teaching quality dept good discipline expected student teacher regular expect u well qualified teacher extremely helpful number technical fests one cultural fest college college actively participates firodiya purshottam karamdak yearly magazine called pictoreal,2
overall good college study placement placement good enough percent student placed least highest package received lpa given japanese firm morgan stanley investment banking company offered r lpa lowest salary lpa average salary offered around lpa im giving data academic year previous year placement record fetched college website company like avaya amura symantec searce ibm accenture tc diebold sungard many others visited role offered programmer testing applied internship outside got internship college didnt provide cant say stipend offered internship also group approached company sponsoring final year project placement cell useful providing information upcoming company process recruitment also conduct mock written test gd pi get student idea recruitment process infrastructure wifi present campus lab equipped great pc classroom projector well maintained library consists thousand book come handy eager learn overall quality lab classroom library well maintained youll find neat clean medical doctor campus college canteen good youll find many restaurant snack centre front college college hostel present inside campus well maintained separate wifi one main building entire campus three branch computer etc present new building construction spacious campus small faculty teacher faculty member qualified knowledgeable teaching method good wont understand anything youll study teaching method include presentation theoretical knowledge class practical knowledge lab student faculty ratio good good think college need hire faculty member industrial visit third year course curriculum useful student enrich knowledge required industry technical fest impetus concept one best tech fests maharashtra like coding want technical skill youll love fest annual day function first three day different theme like traditional day halloween day rose day mismatch day etc campus surrounded many food centre restaurant lot private hostel present also rent apartment price range r r extracurricular activity include basketball table tennis carrom chess volleyball cricket basketball ground also play cricket also volleyball since small campus clubhouse building gym two table table tennis carrom board since college strict many way attendance assignment practical exam would recommend college student want social funloving college pict fun nerdy way youre nerdy life good placement go also get scholarship free ship apply twfs good score entrance exam scstobc category,2
best college take admission looking good placement placement best college computer engineering placement best company come placement every year average package around lpa many reputed company visit campus eg rakuten visit time year pict one infrastructure good infrastructure college wellmaintained lab classroom canteen average quality big playground classroom also good student spacious reading hall library required book along nontechnical booksthats infrastructure faculty best staff give good training practicals lecturer best knowledge subject regular lecture taken without missing single topic faculty punctual case time thats faculty,2
really good placement best college placement placement college really good many company visit college entire semester student get placement college minimum package offered lpa maximum package offered lpa many mncs visit college also criterion company well infrastructure college infrastructure well maintained professional environment present wifi college library college really great nicely furnished silence maintained perfect environment study book related course others available faculty faculty college well educated holder lab assistant phd holder professor principal college hold many achievement really talented one faculty nandi sir also worked scientist government organisation cultural festival like abhivyakti conducted firstyear student show talent addiction fest farewell party many tech fests also organised national level,2
campus small focused academic placement placement year placement good compared previous year company already visited campus year average package year placement lpa even many student got project internship college good company nvidia ibm etc highest salary offered placement lpa infrastructure pict campus big sufficient student college intake limited student computer department lab good wellorganised sport section pict average canteen good good food offered new girl hostel within college luxurious room reading hall library student seat study faculty faculty member pict welleducated knowledgeable helpful except one two pune pict efficient effective teaching classroom well lab regular industrial visit well student get exposure related working environment office attendance compulsory,2
placement awesome infrastructure average faculty good strict placement placement one best pune many mncs visit pict every year high percentage student get placed year company already visited pict campus including morgan stanley avaya siemens etc many bank also visit college like barclays credit suisse etc infrastructure infrastructure pict bit poor campus includes single canteen basketball court facility provided college good cctv camera everywhere keep look activity infrastructure improving though faculty faculty one best pune faculty always help student clear doubt cooperate student although sometimes way strict term attendance due college policy university guideline event like credenza inc must attend campus crowd pretty good college connectivity good overall scholarship department good cooperative extracurricular activity like robocon really awesome,2
pict placement placement almost student get placement teacher hard work every student get placed c department good placement entc good placement software company visiting placement year training placement officer teacher entc department trying well get student placed infrastructure infrastructure good campus small lab wellequipped available proper instrument provided lab assistant help much lab good knowledge explain practicals pict see everywhere computer laptop nothing else faculty teacher good senior also electronics communication department wellqualified teacher deep knowledge respective field entc department much strict seminar conducted industrial visit also done big scale industrialist called give seminar crowd good event well arranged,2
great college life know export focus upon join college placement one best college pune placement factor take consideration average package offered ctc lpa year want training placement cell record placing student appropriately according capability must make smart choice depending interest expected pay due onejob policy infrastructure college infrastructure good developing lot recently lab good facility wellequipped classroom new girl hostel construction completed recently canteen good space pretty decent could better auditorium ground one present bad faculty course curriculum followed bachelor engineering master engineering savitribai phule pune university guess need updated also requirement curriculum practical required decent one college autonomous institute next academic year mean positive change yet happen faculty good help interested academic wont literally anything apart college bharati vidyapeeth blackmarket area good live campus offer access various food joint nearby easy get accommodation good food campus area without spending lot money people nearby college vit sinhagad come reasonable food college crowd pict excellent get kind people live make friend around people good background making one best crowd college environment various activity throughout year participate explore,2
absolutely satisfied good teaching faculty placement environment study placement placement good around student among student get placed highest package offered lpa lowest package offered lpa average salary niche company salary lpa around lpa variant recruiter salary lpa lpa company visited campus morgan stanley avaya eq technology ittiam symantec rakuten ubisoft hsbc adobe microsoft cadence lot company come role offered student software engineer trainee software developer hardware developer pict efficient placement cell infrastructure college provides good facility like wifi lab classroom library medical facility playground sport purpose small college building computer department fe department entc department postgraduate department central library boy hostel girl hostel canteen indoor game room quality lab classroom good clean well maintained quality food available canteen average hostel room neat clean didnt face infrastructure related issue faculty teacher well qualified veteran knowledgeable helpful teacher also hard work convey knowledge student effective good quality teaching provided course curriculum useful give education good expected industry exposure student faculty ratio fine event poor nontechnical event nothing compared imagine technical event awesome campus crowd much campus surrounded local area extracurricular activity also good get good exposure towards art thing,2
one best engineering college pune placement best college placement one easily get placed get good mark prefer computer entc faculty member helpful providing good placement pune institute computer technology among popular exciting college pune infrastructure lab building good big campus hostel low intake one find place tiny college playground area small bharti vidyapith near roam around get connectivity college without problem faculty good college according faculty member good wellestablished one wont feel like running guidance course even lab assistant welleducated helpful almost every scenario bet college curriculum time event good crowded extra curricular activity possible pune,2
good placement provided teacher good helpful competitive atmosphere placement placement provided good last year better coep almost student get placed college give higher priority placement curriculum attendance give headache student least final year student get time complete project work infrastructure college four block new infrastructure girl hostel maybe big think one basketball ground good parking lot student necessary facility lab still working pentium processor entire campus quite peaceful faculty faculty strict attendance mandatory based savitribai phule pune university curriculum going become autonomous institution next year faculty member give assignment student good keeping good score exam much tell,2
