Name,Review,Date,Unnamed: 3,Cleaned_Review
Pooja Patil | B.E. in Information Technology - Batch of 2016,"Top most engineering college.
 
 Placements: My college is known for good placements. Rakuten gives the high package. The faculty members are also great. PICT is well known for many aspects like the labs and many others. Only 3 branches are there in PICT, computer Science, electronic and telecommunication, and information technology.
 
 Infrastructure: The college has a good infrastructure. The campus is not too large, but it is sufficient. A mess is there. Sports ward is there. There is a separate building for the applied Science department. It is near to the road and easy to reach. It is located in the centre of the city. Too many events are arranged like Credenza and much more. No ragging is allowed in the college.
 
 Faculty: The teachers have excellent knowledge in their respective fields and impart it proficiently. Various methods are used for teaching purposes. Boards are used to explain and write notes, in addition projectors are also put up in all the classrooms for better understanding of a topic via ppts and videos. The college follows the curriculum set by the Pune university (SPPU) and the syllabus is completed in time, giving students time to prepare for the exams.",2018-08-21,Shiksha,top engineering college placement college known good placement rakuten give high package faculty member also great pict well known many aspect like lab many others branch pict computer science electronic telecommunication information technology infrastructure college good infrastructure campus large sufficient mess sport ward separate building applied science department near road easy reach located centre city many event arranged like credenza much ragging allowed college faculty teacher excellent knowledge respective field impart proficiently various method used teaching purpose board used explain write note addition projector also put classroom better understanding topic via ppts video college follows curriculum set pune university sppu syllabus completed time giving student time prepare exam
PRANAV YERAWAR | B.E. in Information Technology - Batch of 2020,"Satisfactory because of good placements.
 
 Placements: Placements were very good compared to other colleges in Pune. Pict is the best college for placements in Pune. The highest package was 34,00,000 per annum given by rakuten (a japanese company). 2 students were placed for this amount. Average package for pict is about 5-6 Lacs per annum.
 
 Infrastructure: Labs are satisfactory in pict. Wi-Fi is provided in the campus and a separate log in id is provided to every staff and students to avoid any malicious activity. Boys hostel is satisfactory but girls hostel is very nice and tidy. Pict lacks in sports facility though it has basketball court.
 
 Faculty: Yes the staff of pict is well qualified. All the syllabus is thoroughly taught according to the university norms. They uses power point presentations for teaching. I guess student to faculty ratio is about 10:1. internship and industry exposure is really low. Yes the course curriculum was useful.
 
 Other: Ieee (credenz), acm (pulzion), art circle (pictorial), impetus and concepts.",2018-07-05,Shiksha,satisfactory good placement placement placement good compared college pune pict best college placement pune highest package per annum given rakuten japanese company student placed amount average package pict lac per annum infrastructure lab satisfactory pict wifi provided campus separate log id provided every staff student avoid malicious activity boy hostel satisfactory girl hostel nice tidy pict lack sport facility though basketball court faculty yes staff pict well qualified syllabus thoroughly taught according university norm us power point presentation teaching guess student faculty ratio internship industry exposure really low yes course curriculum useful ieee credenz acm pulzion art circle pictorial impetus concept
Mayuresh v warade ... | B.E. in Information Technology - Batch of 2020,"Pune institute of computer technology is best school for geeks.
 
 Placements: Placement in Pune institute of computer technology is about 80 to 85 percentage. Placement activities are done and taken seriously from 2nd year. The highest packages received last year was around 40 Lacs but it was in japanese currancy To get placed in India morgan stanley gives around 18 Lacs. Avarage packages were around 6 Lacs per annum.
 
 Infrastructure: Full campus has the full Wi-Fi capability. Labs and classrooms are perfect. Library is good. But one problem is that there only one single basketball ground nothing else. Food of canteen is good. There is only problem. Pune institute of computer technology faces is that campus is vary much smaller than other engineering colleges.
 
 Faculty: Teachers are vary helpful. First year teacher are strict like school. They are qualified but Pune institute of computer technology follows strict syllabus under savitribai phule Pune university. They are non autonomous college. Thachers invents new methods to help student in study.
 
 Other: Day by day college intake is incredibly increasing.",2018-07-03,Shiksha,pune institute computer technology best school geek placement placement pune institute computer technology percentage placement activity done taken seriously nd year highest package received last year around lac japanese currancy get placed india morgan stanley give around lac avarage package around lac per annum infrastructure full campus full wifi capability lab classroom perfect library good one problem one single basketball ground nothing else food canteen good problem pune institute computer technology face campus vary much smaller engineering college faculty teacher vary helpful first year teacher strict like school qualified pune institute computer technology follows strict syllabus savitribai phule pune university non autonomous college thachers invents new method help student study day day college intake incredibly increasing
Ayush Singh | B.E. in Computer Engineering - Batch of 2018,"Good placements in 2016, you don't face any problem regarding teachers, infrastructure etc.
 
 Placements: Placement is what PICT is known for. Placement in pict is very good. More than 94% students are placed. Many companies come here for placement like IBM, Google, rakutan, veritas and many more these are the major companies. Total number of companies in general (approximately. 40-50 companies are sure). Students got avg. Package of 8 to 9 Lacs and going as high as upto 30 Lacs.
 
 Infrastructure: ALL THINGS TO MAKE STUDENT COMFORTABLE AND CONCENTRATE ON STUDY'S IS HERE. Wi-Fi with high-speed Labs are very nice. Classrooms are very good. Which book you want it is present in library. Medical facilities, sports, game's are also very good. Hostel - daily cleaning and camera are there so there is no case of anything to be done by students which is wrong. Food quality is superb. Delicious food provided. In short friends in this college don't face any issues related to labs, classrooms, hostel, food, etc.
 
 Faculty: Facility is very good and supportive. When am new in college I mean FE student. I know about faculty's are very strict and all. But my seniors tell us that faculty's have very good knowledge of the subject. Teachers are well qualified and have a good teaching experience. PICT college provide us experienced teachers (20-26 years experience) for better understanding.
 
 Other: They provide scholarships. Events are conducted. Campus surrounding is full of greenery.",2018-05-27,Shiksha,good placement dont face problem regarding teacher infrastructure etc placement placement pict known placement pict good student placed many company come placement like ibm google rakutan veritas many major company total number company general approximately company sure student got avg package lac going high upto lac infrastructure thing make student comfortable concentrate study wifi highspeed lab nice classroom good book want present library medical facility sport game also good hostel daily cleaning camera case anything done student wrong food quality superb delicious food provided short friend college dont face issue related lab classroom hostel food etc faculty facility good supportive new college mean fe student know faculty strict senior tell u faculty good knowledge subject teacher well qualified good teaching experience pict college provide u experienced teacher year experience better understanding provide scholarship event conducted campus surrounding full greenery
Chinmay Sawant | B.E. in Computer Engineering - Batch of 2017,"Really good with strict rules, placements and college infrastructure.
 
 Placements: The placements are really good in Pune institute of computer technology compared to other colleges in Pune. The average salary for year 2017-2018 was around 7 LPA. The highest salary 45LPA is offered by Rakuten a japanese company. The roles like software engineer, developers, analyst are offered by most companies.
 
 Infrastructure: The infrastructure is really good. PICT just has a basketball court. It doesn't not have any football or cricket ground in campus. The Wi-Fi is provided across all the labs, reading halls. Classrooms are comparatively goof with sufficient medical facilities.
 
 Faculty: PICT comes under university of Pune. So the syllabus of Pune university is same as of PICT. The teachers are well qualified and educated. Most of the teachers have done M.Tech. The teaching quality is good but ya some teachers are not that liable in technical things. Aparently good faculty.",2018-05-22,Shiksha,really good strict rule placement college infrastructure placement placement really good pune institute computer technology compared college pune average salary year around lpa highest salary lpa offered rakuten japanese company role like software engineer developer analyst offered company infrastructure infrastructure really good pict basketball court doesnt football cricket ground campus wifi provided across lab reading hall classroom comparatively goof sufficient medical facility faculty pict come university pune syllabus pune university pict teacher well qualified educated teacher done mtech teaching quality good ya teacher liable technical thing aparently good faculty
Karan Jhala | B.E. in Computer Engineering - Batch of 2019,"Best college for placements and academics.
 
 Placements: Placements are really good. Companies like HP, l&t, Rakuten come with a huge package. Also companies like TCS and techmahindra come with average package picking up students in mass amount. Package of these companies is around 3-4 Lacks and that of big ones is about 12-15 Lacks.
 
 Infrastructure: Infrastructure of the college is like what. 2 buildings for academics and 1 of those building is decided in 3 parts still I shall count that as one building. A basketball court, a volleyball court and boys and girls hostels each. Library has all required books. Free Wi-Fi. Etc.
 
 Faculty: Faculty of our college is really impressive. Almost half of the teachers are rude but that's not surprising in Pune University. The teachers are helpful and try to get best out of them. The course curriculum is a little out dated but if u all me for a score out of 10 I shall give 9.",2018-05-17,Shiksha,best college placement academic placement placement really good company like hp lt rakuten come huge package also company like tc techmahindra come average package picking student mass amount package company around lack big one lack infrastructure infrastructure college like building academic building decided part still shall count one building basketball court volleyball court boy girl hostel library required book free wifi etc faculty faculty college really impressive almost half teacher rude thats surprising pune university teacher helpful try get best course curriculum little dated u score shall give
Namita Wani | B.E. in Electronics and Telecommunication Engineering - Batch of 2019,"Best placements for CSE and IT departments. It has best teaching staff, infrastructure not too good.
 
 Placements: The placements in the college are best in Pune. The highest package is given to PICT students and the first priority for PICT students. Almost 75 percent of the students got selected in the campus. Morgan Stanley, HP, Microsoft, Rakuten, EQ technologies, Avaya, Calsoft and many others visit PICT College.
 
 Infrastructure: The labs are best in Pune. Computers are available and are updated. Good library and sufficient books are available. Separate reading hall is available for students. The classrooms are clean and cleanliness maintained. Strictly, 2 wheelers must have a helmet. Security cameras are available all over the campus.
 
 Faculty: The faculty are best. The teachers will be updated. Good and experienced teachers are available. Each student has a tutor Student to faculty ratio is 15:1. There is strict paper checking and follow all rules of the university. A sufficient number of teachers are available for teaching. The teachers motivate the students too.",2018-05-06,Shiksha,best placement cse department best teaching staff infrastructure good placement placement college best pune highest package given pict student first priority pict student almost percent student got selected campus morgan stanley hp microsoft rakuten eq technology avaya calsoft many others visit pict college infrastructure lab best pune computer available updated good library sufficient book available separate reading hall available student classroom clean cleanliness maintained strictly wheeler must helmet security camera available campus faculty faculty best teacher updated good experienced teacher available student tutor student faculty ratio strict paper checking follow rule university sufficient number teacher available teaching teacher motivate student
Palak Khushu | B.E. in Electronics and Telecommunication Engineering - Batch of 2021,"Great Placements, college life and fellow peers.
 
 Placements: I'm still in college but one of the major reason that attracts students and parents to this college is the excellent on-campus placement. On an average 80-85% of students get placed every year and companies like Rakuten come to our college and it's the highest paying company with the annual income being 30L (30LPA) and hires as per their requirement. The niche companies give annual income more than 5LPA. The lowest package was 2.1LPA (2016-2017). There is a placement cell and the Training and Placement officer, Dr. S. Narkhede heads the cell. The training programmes are very helpful that guide students and help them a lot.
 
 Infrastructure: The infrastructure if the college is good, classrooms are big, sufficiently lit and well-ventilated. The washrooms are horrible. Our canteen is really hygienic and serves good food. Hostel rooms are spacious and well furnished. Wi-Fi is available everywhere in the campus and the doctors come everyday for 1 hour.
 
 Faculty: The teachers have excellent knowledge in their respective fields and impart it proficiently. Various methods are used for teaching purposes. Boards are used to explain and write notes, in addition projectors are also put up in all the classrooms for better understanding of a topic via ppts and videos. The college follows the curriculum set by the Pune university (SPPU) and the syllabus is completed in time, giving students time to prepare for the exams.
 
 Other: Technical and nontechnical events are held which make the college life enjoyable and the different clubs are there like (PISB, PASC, EDC, Art Circle, MUN Club) which not only help with technical knowledge but also keep you updated with current affairs.",2018-05-04,Shiksha,great placement college life fellow peer placement im still college one major reason attracts student parent college excellent oncampus placement average student get placed every year company like rakuten come college highest paying company annual income l lpa hire per requirement niche company give annual income lpa lowest package lpa placement cell training placement officer dr narkhede head cell training programme helpful guide student help lot infrastructure infrastructure college good classroom big sufficiently lit wellventilated washroom horrible canteen really hygienic serf good food hostel room spacious well furnished wifi available everywhere campus doctor come everyday hour faculty teacher excellent knowledge respective field impart proficiently various method used teaching purpose board used explain write note addition projector also put classroom better understanding topic via ppts video college follows curriculum set pune university sppu syllabus completed time giving student time prepare exam technical nontechnical event held make college life enjoyable different club like pisb pasc edc art circle mun club help technical knowledge also keep updated current affair
Anurag Pandey | B.E. in Computer Engineering - Batch of 2021,"The placements is awesome but the college is bit strict.
 
 Placements: The placements of the college is quite good. The average package offered by the college is 8.5 lacks per annum and it goes as high upto 30 lacks annually. Every year around 10-12 students gets a job offer of packages above 12 lacks/year. Companies like Nvidia, Infosys etc. Come here for recruitment.
 
 Infrastructure: The campus is quite small. Inside the campus we have hostels both for boys and girls, a basketball court, a volleyball court, table tennis playing arena, a gym and our own Canteen. Whole college is equipped with Wi-Fi. Every classroom is equipped with projectors and a screen.
 
 Faculty: The college offers only three courses - Computer engineering, IT, and electronics and telecommunication engineering. The college staff is good. Teachers are highly qualified some done their PhDs from IITs. Also many activities are being held. We also get to go internships.
 
 Other: The colleges hold its the biggest technological event called CREDENZ. Many students from different colleges come here to participate in events like ROBOWARS and many others.",2018-05-02,Shiksha,placement awesome college bit strict placement placement college quite good average package offered college lack per annum go high upto lack annually every year around student get job offer package lacksyear company like nvidia infosys etc come recruitment infrastructure campus quite small inside campus hostel boy girl basketball court volleyball court table tennis playing arena gym canteen whole college equipped wifi every classroom equipped projector screen faculty college offer three course computer engineering electronics telecommunication engineering college staff good teacher highly qualified done phd iits also many activity held also get go internship college hold biggest technological event called credenz many student different college come participate event like robowars many others
Dipen Kadam | B.E. in Electronics and Telecommunication Engineering - Batch of 2019,"Not good infrastructure but very good in academics.
 
 Placements: A lot of world famous companies like Rakuten, HP, L&T, etc. come for the placement with average package of 10L, the highest planned from our batch was for Rakuten with 30L. Also some small companies like techmahindra, TCS, etc. come with small packages of 3L.
 
 Infrastructure: The infrastructure of the college will only be the problem as there are total 5 buildings 2 of them are hostels and 1 is the office. So for studying, there're only 2 buildings. We have one basketball court and a volleyball court. The girls hostel is renewed and is better according to them. And old girls hostel is given to boys.
 
 Faculty: Almost eighty percent of teachers are well qualified and excellent in teaching but almost forty percent of teachers are rude and this is not the case of only our college, it is almost everywhere in Pune University colleges. Teachers also appreciate and help in the project works of final year.",2018-05-01,Shiksha,good infrastructure good academic placement lot world famous company like rakuten hp lt etc come placement average package l highest planned batch rakuten l also small company like techmahindra tc etc come small package l infrastructure infrastructure college problem total building hostel office studying therere building one basketball court volleyball court girl hostel renewed better according old girl hostel given boy faculty almost eighty percent teacher well qualified excellent teaching almost forty percent teacher rude case college almost everywhere pune university college teacher also appreciate help project work final year
